,Date,city,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
5273,06/08/2015,BadgerysCreek,4.4,15.8,0,,,SW,41,WSW,SW,17,20,53,41,,,,,10.4,14.8,No,0,No
5274,07/08/2015,BadgerysCreek,0.3,16.6,0,,,SW,30,NNE,SSW,4,17,79,46,,,,,8.1,16.4,No,0,No
5275,08/08/2015,BadgerysCreek,1.8,17.3,0,,,WSW,20,SW,WNW,11,6,76,52,,,,,9.9,15.3,No,0,No
5276,09/08/2015,BadgerysCreek,0.3,16.9,0,,,NE,26,SW,NE,4,13,100,50,,,,,7.3,16.6,No,0,No
5277,10/08/2015,BadgerysCreek,1.2,20.2,0,,,WNW,26,NNE,NNW,2,11,100,38,,,,,8.7,19.9,No,0,No
5278,11/08/2015,BadgerysCreek,2,19.6,0,,,W,30,SW,W,4,20,80,32,,,,,9.2,18.4,No,0,No
5279,12/08/2015,BadgerysCreek,-0.2,16,0,,,,,NNE,W,6,31,80,53,,,,,7.6,13.3,No,0.4,No
5280,13/08/2015,BadgerysCreek,7.1,18.2,0.4,,,SW,39,WSW,WSW,13,20,56,33,,,,,12.5,17.9,No,0,No
5281,14/08/2015,BadgerysCreek,0.9,19.6,0,,,W,22,N,NW,2,4,77,41,,,,,10.4,19.1,No,0,No
5282,15/08/2015,BadgerysCreek,3.9,19.3,0,,,E,22,SW,ESE,9,13,74,62,,,,,11.7,16.4,No,0,No
5283,16/08/2015,BadgerysCreek,6.6,20.3,0,,,NNE,20,N,NE,7,2,86,51,,,,,13.1,19.6,No,0,No
5284,17/08/2015,BadgerysCreek,2.9,19.4,0,,,WSW,44,N,SW,11,24,77,35,,,,,11.8,18.6,No,0,No
5285,18/08/2015,BadgerysCreek,6.7,16.2,0,,,SW,31,SW,SE,15,9,49,41,,,,,11.7,15.5,No,0,No
5286,19/08/2015,BadgerysCreek,5.3,18.1,0,,,N,26,WSW,E,6,9,75,49,,,,,10.6,17,No,0,No
5287,20/08/2015,BadgerysCreek,3.7,20.6,0,,,N,19,WSW,NNE,2,9,96,44,,,,,10.7,18.9,No,0,No
5288,21/08/2015,BadgerysCreek,3.4,22.9,0,,,N,28,NNW,N,4,15,100,39,,,,,11.6,21.4,No,0,No
5289,22/08/2015,BadgerysCreek,8.3,28.1,0,,,NNW,39,N,NW,7,24,64,32,,,,,16.8,27.5,No,2.8,Yes
5290,23/08/2015,BadgerysCreek,13.1,16.7,2.8,,,W,28,N,NNE,7,11,100,87,,,,,14,16.1,Yes,3.8,Yes
5291,24/08/2015,BadgerysCreek,13,16.1,3.8,,,W,48,WSW,SW,6,2,100,100,,,,,13.9,15.6,Yes,31.6,Yes
5292,25/08/2015,BadgerysCreek,12,19.1,31.6,,,W,63,W,WSW,26,28,74,63,,,,,15.5,16.9,Yes,7.8,Yes
5293,26/08/2015,BadgerysCreek,11.5,19.2,7.8,,,SSW,31,WSW,SSW,13,20,98,72,,,,,15.9,18,Yes,0.2,No
5294,27/08/2015,BadgerysCreek,9.5,20.6,0.2,,,WNW,43,NNE,NW,2,9,100,52,,,,,12.4,20.4,No,0,No
5295,28/08/2015,BadgerysCreek,6.7,19,0,,,WSW,39,WSW,WSW,26,13,58,55,,,,,14.3,17.8,No,0,No
5296,29/08/2015,BadgerysCreek,4.3,19,0,,,WSW,28,NNE,WSW,7,13,81,41,,,,,11.6,18.6,No,0,No
5297,30/08/2015,BadgerysCreek,3,17.8,0,,,SW,26,SW,W,15,7,64,51,,,,,11.9,16.4,No,0,No
5298,31/08/2015,BadgerysCreek,5.5,18.9,0,,,SSW,31,SW,SSW,9,9,69,43,,,,,12.9,18.7,No,0,No
5299,01/09/2015,BadgerysCreek,2.7,20.1,0,,,ESE,20,SW,NNE,9,4,69,37,,,,,11.8,19.8,No,0,No
5300,02/09/2015,BadgerysCreek,2.5,18.7,0,,,N,20,W,N,2,9,75,44,,,,,10.4,18,No,2.4,Yes
5301,03/09/2015,BadgerysCreek,6.8,19.3,2.4,,,SW,46,SSW,SW,2,24,84,41,,,,,13.5,18.6,Yes,0,No
5302,04/09/2015,BadgerysCreek,12.8,19.4,0,,,SSW,33,SSW,ESE,15,6,67,56,,,,,15.1,17.4,No,0,No
5303,05/09/2015,BadgerysCreek,6.9,20.6,0,,,ESE,24,,E,0,15,81,62,,,,,14.5,17.8,No,0.6,No
5304,06/09/2015,BadgerysCreek,11.4,17,0.6,,,ENE,22,WSW,ENE,9,7,92,73,,,,,13,16,No,0.4,No
5305,07/09/2015,BadgerysCreek,7,22.8,0.4,,,NW,46,NE,WNW,4,22,100,42,,,,,10.6,21.1,No,0,No
5306,08/09/2015,BadgerysCreek,5.2,18.6,0,,,,,WSW,WSW,22,28,51,44,,,,,13.2,17.5,No,0,No
5307,10/09/2015,BadgerysCreek,5.6,19.5,,,,S,24,SW,ENE,9,6,69,49,,,,,14.4,19.1,,0,No
5308,11/09/2015,BadgerysCreek,8.1,22.3,0,,,,,,NNE,0,7,64,46,,,,,16,22.1,No,0,No
5309,12/09/2015,BadgerysCreek,5.6,25.7,0,,,ESE,24,N,NNE,4,4,74,42,,,,,15.5,25.5,No,0,No
5310,13/09/2015,BadgerysCreek,8.8,25.6,0,,,E,24,W,,4,0,77,30,,,,,16.7,25.4,No,0,No
5311,14/09/2015,BadgerysCreek,8.6,26.2,0,,,N,26,,NNE,0,11,82,40,,,,,16.6,25.8,No,0,No
5312,15/09/2015,BadgerysCreek,7.2,28.9,0,,,NW,63,NNE,WNW,11,44,66,30,,,,,19.6,27.8,No,0,No
5313,16/09/2015,BadgerysCreek,5.5,22.2,0,,,E,30,WSW,ENE,13,11,55,34,,,,,16.3,21.1,No,0,No
5314,17/09/2015,BadgerysCreek,8.4,20.3,0,,,SSE,35,SW,SSE,11,19,58,61,,,,,15.4,17.7,No,1.4,Yes
5315,18/09/2015,BadgerysCreek,10.5,19.7,1.4,,,ESE,28,S,SE,19,9,64,51,,,,,14.8,19.1,Yes,3.8,Yes
5316,19/09/2015,BadgerysCreek,11,18.7,3.8,,,ESE,33,WSW,ESE,9,20,100,63,,,,,14.6,17.4,Yes,0.2,No
5317,20/09/2015,BadgerysCreek,8.1,19.2,0.2,,,ESE,22,WSW,E,7,11,70,70,,,,,16.1,17.9,No,0.2,No
5318,21/09/2015,BadgerysCreek,9.5,24.7,0.2,,,SSW,24,SE,NNE,2,7,100,38,,,,,14.3,23.8,No,0,No
5319,22/09/2015,BadgerysCreek,10.7,20.1,0,,,SSE,44,WSW,S,24,19,44,43,,,,,17.2,18.1,No,0,No
5320,23/09/2015,BadgerysCreek,7.1,16.6,0,,,SSW,50,SSW,S,26,26,52,36,,,,,12.5,15.4,No,0,No
5321,24/09/2015,BadgerysCreek,6.5,16,0,,,SSW,52,SW,SSW,26,28,54,51,,,,,14,14.8,No,0,No
5322,25/09/2015,BadgerysCreek,10.2,16.4,0,,,S,46,SSW,SSE,20,15,63,79,,,,,14.4,14.3,No,1.8,Yes
5323,26/09/2015,BadgerysCreek,9.5,19.1,1.8,,,SSE,31,SW,S,11,15,85,53,,,,,14.8,18,Yes,0,No
5324,27/09/2015,BadgerysCreek,7.8,20,0,,,SW,33,SSW,SE,17,15,59,48,,,,,15.3,18.9,No,0,No
5325,28/09/2015,BadgerysCreek,7.7,22.9,0,,,ESE,31,W,NE,4,6,53,38,,,,,16.6,22.7,No,0,No
5326,29/09/2015,BadgerysCreek,5.7,25.9,0,,,ENE,17,ENE,NNE,4,4,67,33,,,,,16.7,24.4,No,0,No
5327,30/09/2015,BadgerysCreek,10.2,22.2,0,,,ESE,30,WSW,ESE,6,17,70,63,,,,,17.4,19.4,No,0,No
5328,01/10/2015,BadgerysCreek,13.2,30.2,0,,,N,31,N,WNW,9,17,72,25,,,,,19.4,30.1,No,0,No
5329,02/10/2015,BadgerysCreek,12.1,26.5,0,,,E,30,NNW,ENE,7,20,59,45,,,,,21,24.8,No,0,No
5330,03/10/2015,BadgerysCreek,8.8,33,0,,,WSW,22,N,NNE,6,7,70,22,,,,,19.4,32.3,No,0,No
5331,04/10/2015,BadgerysCreek,9.5,32.9,0,,,NNW,33,NW,NNW,4,4,79,25,,,,,15.8,30.9,No,0,No
5332,05/10/2015,BadgerysCreek,8.6,36.6,0,,,NE,13,,W,0,4,64,18,,,,,19.2,35.4,No,0,No
5333,06/10/2015,BadgerysCreek,12,37.4,0,,,NW,30,,WSW,0,13,50,14,,,,,21.3,36.9,No,0,No
5334,07/10/2015,BadgerysCreek,10.9,19,0,,,SE,35,SSE,SSE,17,19,74,66,,,,,18.6,17.4,No,0,No
5335,08/10/2015,BadgerysCreek,12.5,19.7,0,,,ENE,24,SE,NE,4,7,66,60,,,,,16.9,19,No,0,No
5336,09/10/2015,BadgerysCreek,14.8,26,0,,,NNE,28,N,NNE,17,4,57,44,,,,,18.6,25,No,0,No
5337,10/10/2015,BadgerysCreek,11.2,28.6,0,,,E,20,ENE,NW,6,6,76,38,,,,,19,27.4,No,0,No
5338,11/10/2015,BadgerysCreek,10.2,26.6,0,,,NW,46,NNE,N,6,9,93,40,,,,,17,25.9,No,10,Yes
5339,12/10/2015,BadgerysCreek,13.7,31.9,10,,,W,50,NNE,SSE,4,9,78,41,,,,,19.5,29.5,Yes,5.4,Yes
5340,13/10/2015,BadgerysCreek,16.4,19.7,5.4,,,S,26,S,SW,15,11,82,95,,,,,17.4,17.7,Yes,3.6,Yes
5341,14/10/2015,BadgerysCreek,13.9,25.4,3.6,,,NE,28,S,ENE,2,17,83,59,,,,,19.5,24.5,Yes,0,No
5342,15/10/2015,BadgerysCreek,11.3,29.8,0,,,E,24,NW,NNE,2,11,100,39,,,,,16.9,28.7,No,0,No
5343,16/10/2015,BadgerysCreek,12.8,34.2,0,,,E,26,,E,0,4,98,22,,,,,18.5,33.3,No,0,No
5344,17/10/2015,BadgerysCreek,14.9,29.2,0,,,,,NNE,ENE,6,11,75,47,,,,,21.6,28.9,No,0.4,No
5345,18/10/2015,BadgerysCreek,17.4,22.8,0.4,,,SSE,24,SSE,ENE,11,6,75,56,,,,,18.2,21.9,No,0,No
5346,19/10/2015,BadgerysCreek,17.5,29.3,0,,,ESE,31,N,NNE,4,11,82,47,,,,,19.6,28,No,0,No
5347,20/10/2015,BadgerysCreek,15.4,32.7,0,,,WNW,41,WNW,NNW,2,6,76,33,,,,,21.9,31.6,No,5.4,Yes
5348,21/10/2015,BadgerysCreek,14.6,24.6,5.4,,,NNW,17,NW,N,4,2,85,73,,,,,20.6,23.6,Yes,1,No
5349,22/10/2015,BadgerysCreek,16.8,23,1,,,SSW,56,S,SSW,6,19,86,79,,,,,19.8,19.2,No,19,Yes
5350,23/10/2015,BadgerysCreek,12.7,20.4,19,,,SW,28,SW,ESE,15,9,67,54,,,,,16.3,19.8,Yes,0,No
5351,24/10/2015,BadgerysCreek,8.5,25.6,0,,,E,31,E,NE,4,15,76,38,,,,,16.5,24.4,No,0,No
5352,25/10/2015,BadgerysCreek,11.7,28.8,0,,,NNE,26,ESE,,4,0,78,46,,,,,18,26.4,No,0.2,No
5353,26/10/2015,BadgerysCreek,12.4,24.4,0.2,,,WSW,52,,W,0,9,80,62,,,,,20.4,21.9,No,13.2,Yes
5354,27/10/2015,BadgerysCreek,13.9,18.3,13.2,,,SSE,39,SSW,SSE,19,19,71,58,,,,,14.9,16.9,Yes,0,No
5355,28/10/2015,BadgerysCreek,10.2,21.9,0,,,ENE,26,,NE,0,6,72,48,,,,,15.6,21.7,No,0,No
5356,29/10/2015,BadgerysCreek,10.2,24.9,0,,,ENE,31,W,NE,7,9,55,37,,,,,17.9,24.3,No,0,No
5357,30/10/2015,BadgerysCreek,9.3,25,0,,,NE,31,ESE,N,2,9,68,46,,,,,18.1,24,No,0,No
5358,31/10/2015,BadgerysCreek,11.7,25.3,0,,,N,30,ENE,N,2,20,68,46,,,,,19.7,24.2,No,1.6,Yes
5359,01/11/2015,BadgerysCreek,11.8,31.9,1.6,,,N,43,NNE,NNW,4,9,87,37,,,,,18.1,31,Yes,19.4,Yes
5360,02/11/2015,BadgerysCreek,17.3,31.4,19.4,,,W,39,N,WSW,2,11,77,37,,,,,22,30.3,Yes,0.2,No
5361,03/11/2015,BadgerysCreek,17.7,19.2,0.2,,,SSE,20,SSW,SSE,6,11,94,82,,,,,17.7,18.9,No,1,No
5362,04/11/2015,BadgerysCreek,16.1,18.5,1,,,E,43,SSW,ESE,7,13,99,100,,,,,17.9,17.7,No,27.8,Yes
5363,05/11/2015,BadgerysCreek,15.6,21.9,27.8,,,ENE,33,N,NW,6,2,100,95,,,,,16.5,20.3,Yes,9.2,Yes
5364,06/11/2015,BadgerysCreek,16.5,28.1,9.2,,,WSW,37,NNE,W,7,15,100,56,,,,,20.5,24.5,Yes,0.4,No
5365,07/11/2015,BadgerysCreek,14.1,26.8,0.4,,,SSE,39,N,SE,6,26,85,87,,,,,20.7,19.8,No,1.6,Yes
5366,08/11/2015,BadgerysCreek,14.7,21.1,1.6,,,SE,31,SSW,SE,9,20,65,65,,,,,17.9,19.2,Yes,0,No
5367,09/11/2015,BadgerysCreek,10.7,25.8,0,,,ENE,24,SW,NNW,6,7,70,39,,,,,17.8,24.3,No,0.2,No
5368,10/11/2015,BadgerysCreek,10.9,29.9,0.2,,,S,28,NNE,ENE,4,6,72,34,,,,,19.6,29.4,No,0,No
5369,11/11/2015,BadgerysCreek,16.9,24.1,0,,,E,20,SW,E,6,7,77,69,,,,,20.6,22.6,No,1,No
5370,12/11/2015,BadgerysCreek,16.1,25,1,,,SW,31,,SW,0,22,96,80,,1018.3,,,18.8,19.7,No,2.8,Yes
5371,18/11/2015,BadgerysCreek,12.9,35.3,,,,W,46,N,W,4,19,73,29,1013.9,1009.6,,,21.2,34.6,,0,No
5372,19/11/2015,BadgerysCreek,14.3,36.5,0,,,N,17,SW,N,4,6,71,40,1015,1011.3,,,22.2,34.6,No,0,No
5373,20/11/2015,BadgerysCreek,18.5,39.4,0,,,NW,61,NNE,NW,7,37,80,20,1012.6,1006.7,,,24.7,39,No,0,No
5374,21/11/2015,BadgerysCreek,16.6,22.9,0,,,S,33,SW,E,2,13,70,70,1015.6,1016.7,,,20.7,19.8,No,0,No
5375,22/11/2015,BadgerysCreek,15.8,21.1,0,,,NNE,19,SSW,N,2,9,75,71,1019.5,1016.6,,,19.4,19.9,No,0,No
5376,23/11/2015,BadgerysCreek,13.1,29.2,0,,,ESE,35,NE,ESE,4,22,72,59,1012,1009.7,,,20.9,26.1,No,0,No
5377,24/11/2015,BadgerysCreek,15.2,29,0,,,ENE,35,NNE,NNE,7,9,73,41,1017.2,1012.5,,,21.6,27.9,No,0,No
5378,25/11/2015,BadgerysCreek,12.7,34.3,0,,,N,39,W,NNE,2,20,64,23,1013.1,1006,,,22.1,33.7,No,0,No
5379,26/11/2015,BadgerysCreek,14.8,36.8,0,,,WNW,61,N,WNW,17,33,45,21,1000.1,1000.9,,,30.4,34.6,No,0,No
5380,27/11/2015,BadgerysCreek,12.4,24.6,0,,,NE,31,ESE,E,4,17,63,58,1016.1,1012.7,,,20.1,23.4,No,0,No
5381,28/11/2015,BadgerysCreek,17.3,23.1,0,,,NE,30,E,ENE,4,13,76,71,1016.7,1015.7,,,20.4,21,No,0,No
5382,29/11/2015,BadgerysCreek,18.1,29.6,0,,,E,26,NNW,NE,4,7,94,59,1013.5,1008.8,,,20,26.6,No,0,No
5383,30/11/2015,BadgerysCreek,14.7,32.4,0,,,E,28,NE,ESE,4,9,68,35,1012.3,1007.1,,,21.2,31.5,No,0,No
5384,01/12/2015,BadgerysCreek,14.5,38.3,0,,,NNE,39,NE,NNE,4,11,65,24,1010.1,1005.6,,,23.5,35.6,No,0,No
5385,02/12/2015,BadgerysCreek,18,26.1,0,,,SE,41,SE,SE,7,22,80,63,1015,1016.4,,,19.9,19.5,No,0,No
5386,03/12/2015,BadgerysCreek,13.1,24.6,0,,,ENE,28,S,E,6,15,67,49,1027.2,1025,,,18.9,23.1,No,0,No
5387,04/12/2015,BadgerysCreek,10.4,25.2,0,,,ENE,30,SSE,NNE,4,11,62,47,1026.4,1023.3,,,19.9,23.8,No,0,No
5388,05/12/2015,BadgerysCreek,10.4,30.5,0,,,ENE,28,NNW,NE,4,6,68,31,1022.6,1017.3,,,19.5,29.7,No,0,No
5389,06/12/2015,BadgerysCreek,13.1,32,0,,,ESE,43,SSE,NE,6,7,71,28,1020.2,1016.3,,,21.8,31.5,No,0,No
5390,07/12/2015,BadgerysCreek,14.6,28.7,0,,,ESE,30,NNE,E,2,17,73,50,1021.3,1018.8,,,21.8,27.3,No,0,No
5391,08/12/2015,BadgerysCreek,17.7,26,0,,,N,17,ENE,N,4,7,73,66,1018.6,1015.3,,,22.6,24.9,No,0,No
5392,09/12/2015,BadgerysCreek,20.5,36,0,,,SE,31,N,WSW,7,7,87,36,1014.1,1011,,,23.5,34.7,No,0,No
5393,10/12/2015,BadgerysCreek,19.3,30.3,0,,,ENE,30,NE,ENE,7,15,75,57,1015.3,1010,,,22.4,28.9,No,0,No
5394,11/12/2015,BadgerysCreek,19.2,35.7,0,,,NW,56,NW,W,4,28,71,17,1005.9,1001.7,,,24.5,33.9,No,0,No
5395,12/12/2015,BadgerysCreek,15.8,26.2,0,,,E,41,E,E,6,22,61,52,1014.5,1013.8,,,19.7,23.5,No,0,No
5396,13/12/2015,BadgerysCreek,16.7,27.4,0,,,ENE,35,NNE,NNE,6,11,71,47,1019.3,1014.9,,,19.6,25.9,No,0,No
5397,14/12/2015,BadgerysCreek,14.3,35.5,0,,,SSW,54,SW,S,2,11,65,13,1015.1,1011.6,,,23,34.7,No,0,No
5398,15/12/2015,BadgerysCreek,14,32.9,0,,,SSE,39,S,NE,6,9,81,41,1015.4,1011,,,21.6,31.6,No,0,No
5399,16/12/2015,BadgerysCreek,19.3,24.3,0,,,SSE,35,WNW,ENE,9,7,94,77,1015.1,1017.4,,,22.9,18.4,No,0,No
5400,17/12/2015,BadgerysCreek,13.3,30.5,0,,,NNE,35,N,NNE,6,15,68,41,1018.6,1015.8,,,21.8,29.7,No,0,No
5401,18/12/2015,BadgerysCreek,14.8,36.6,0,,,E,35,NNE,NE,4,9,67,22,1016.6,1012.2,,,23.9,36.3,No,0,No
5402,19/12/2015,BadgerysCreek,16.4,39.1,0,,,NE,35,N,E,2,15,55,17,1014.4,1011,,,26.9,38.2,No,0,No
5403,20/12/2015,BadgerysCreek,14.2,41.8,0,,,N,39,N,N,4,17,63,17,1013.3,1007.1,,,24.2,40.1,No,0,No
5404,21/12/2015,BadgerysCreek,22.5,31.8,0,,,S,31,SSW,SE,4,15,47,93,1014.3,1016.7,,,29.6,21.7,No,0,No
5405,22/12/2015,BadgerysCreek,15.6,21,0,,,WSW,24,WSW,WSW,17,6,98,100,1023.6,1021.6,,,16,17.9,No,0,No
5406,23/12/2015,BadgerysCreek,15,24.8,0,,,E,30,SSE,ESE,9,15,75,60,1019.8,1017.3,,,20.7,23,No,0,No
5407,24/12/2015,BadgerysCreek,14.9,26.6,0,,,E,33,SE,ESE,7,15,64,44,1020.1,1018.2,,,22.7,24.5,No,0,No
5408,25/12/2015,BadgerysCreek,14.5,26.2,0,,,ENE,31,ENE,ENE,4,7,66,56,1018.6,1014.6,,,21.6,24,No,0,No
5409,26/12/2015,BadgerysCreek,15.7,29.3,0,,,NNE,30,NNE,NNE,11,11,76,83,1009.3,1005.5,,,22,24.1,No,0,No
5410,27/12/2015,BadgerysCreek,15.6,24,0,,,SE,37,S,ESE,19,17,73,45,1016.8,1018,,,17.8,23.1,No,0,No
5411,28/12/2015,BadgerysCreek,14.9,23.4,0,,,SE,35,S,SE,15,17,64,51,1023.6,1022.6,,,18.9,23.1,No,0,No
5412,29/12/2015,BadgerysCreek,13.1,27.1,0,,,E,30,SSW,NNE,9,9,60,39,1022.6,1019.8,,,20.5,25.6,No,0,No
5413,30/12/2015,BadgerysCreek,10.9,29.2,0,,,ESE,28,SW,E,4,17,65,37,1019.7,1017.3,,,20.1,27.9,No,0,No
5414,31/12/2015,BadgerysCreek,13.2,31.1,0,,,ENE,31,N,NNE,7,11,63,42,1019.4,1015.3,,,22,30.1,No,0,No
5415,01/01/2016,BadgerysCreek,14.3,31.1,0,,,E,33,N,N,9,11,67,36,1016.4,1011.9,,,21.5,30.1,No,0,No
5416,02/01/2016,BadgerysCreek,14.8,28.8,0,,,NNE,31,WNW,E,4,19,73,48,1013.2,1011.3,,,20.8,26.5,No,0,No
5417,03/01/2016,BadgerysCreek,16.3,24.6,0,,,SE,37,SE,SSE,9,17,69,62,1015.3,1014.6,,,22,23.1,No,0,No
5418,04/01/2016,BadgerysCreek,17.8,22.1,0,,,E,35,S,ENE,7,20,89,92,1016.9,1015.9,,,19.6,19.3,No,0,No
5419,05/01/2016,BadgerysCreek,16.5,19.3,0,,,SE,31,SW,SSE,7,15,100,100,1017.2,1015,,,17.6,18.4,No,0,No
5420,06/01/2016,BadgerysCreek,16.5,21.2,0,,,S,30,SSW,SW,9,13,100,100,1013,1011.9,,,16.8,18.2,No,0,No
5421,07/01/2016,BadgerysCreek,15.6,25.2,0,,,,,SSW,SSW,22,24,69,54,1014.3,1015.1,,,21,24.7,No,0,No
5422,08/01/2016,BadgerysCreek,,28.8,0,,,E,35,WNW,NNE,4,11,55,45,1020,1017.9,,,22.4,28,No,0,No
5423,09/01/2016,BadgerysCreek,18,28.9,0,,,NNE,26,N,NE,6,13,74,54,1021.7,1017.9,,,20.9,27.2,No,0,No
5424,10/01/2016,BadgerysCreek,15.7,32.4,0,,,ESE,31,NE,NE,6,9,73,45,1020.3,1016.1,,,22.8,31.3,No,0,No
5425,11/01/2016,BadgerysCreek,17.4,,0,,,E,37,NNE,NE,4,7,77,36,1013.2,1009.1,,,24.1,36.1,No,5,Yes
5426,12/01/2016,BadgerysCreek,19.7,34.6,5,,,SE,33,N,ESE,7,19,65,53,1010.3,1011.1,,,27,29.2,Yes,0,No
5427,13/01/2016,BadgerysCreek,16.9,33.4,0,,,ESE,24,NNE,N,4,7,74,55,1019.3,1014.9,,,23.4,31.3,No,0,No
5428,14/01/2016,BadgerysCreek,19.6,40.8,0,,,S,46,NNW,ENE,4,13,73,42,1011.5,1008.4,,,27.9,33.7,No,29.8,Yes
5429,15/01/2016,BadgerysCreek,12.4,22.9,29.8,,,S,43,WSW,S,13,20,97,60,1024.8,1024.2,,,13.3,20.6,Yes,0.6,No
5430,16/01/2016,BadgerysCreek,13.2,22.7,0.6,,,SSE,43,SSE,ESE,7,15,84,74,1027.6,1026.2,,,16.8,19.9,No,0.2,No
5431,17/01/2016,BadgerysCreek,13.8,26.5,0.2,,,E,30,SSE,NE,7,9,64,51,1025.3,1022,,,20.8,24.4,No,0.2,No
5432,18/01/2016,BadgerysCreek,14.5,29.5,0.2,,,ENE,28,SW,NNE,4,7,73,42,1020.4,1016.9,,,21,27.3,No,0,No
5433,19/01/2016,BadgerysCreek,15.6,35,0,,,NNE,22,WSW,NNE,2,11,82,33,1017.3,1012.2,,,21.5,34,No,0,No
5434,20/01/2016,BadgerysCreek,16.8,38.9,0,,,SSE,41,N,NNW,4,11,65,21,1012.5,1009.1,,,25.6,38.4,No,0,No
5435,21/01/2016,BadgerysCreek,20.6,38.5,0,,,SW,46,NNW,NE,6,7,64,39,1010.6,1006.6,,,26.9,37.1,No,17.6,Yes
5436,22/01/2016,BadgerysCreek,21.2,27.3,17.6,,,N,17,NNE,N,4,7,100,89,1010.3,1006.6,,,23.1,25.2,Yes,9.6,Yes
5437,23/01/2016,BadgerysCreek,20.4,27.6,9.6,,,SSE,43,SW,S,11,19,69,66,1006.8,1008.5,,,25.8,25.3,Yes,2.8,Yes
5438,24/01/2016,BadgerysCreek,18.7,24.6,2.8,,,SE,19,WSW,ENE,7,9,100,71,1013.6,1011.6,,,19.6,23.6,Yes,0,No
5439,25/01/2016,BadgerysCreek,19.4,24.7,0,,,NE,19,SW,E,4,7,89,79,1014.7,1013.1,,,21.6,22.6,No,1.4,Yes
5440,26/01/2016,BadgerysCreek,18.7,29.2,1.4,,,ENE,30,SE,E,4,17,99,58,1017.7,1016,,,21.8,28.3,Yes,0,No
5441,27/01/2016,BadgerysCreek,18.9,24.3,0,,,NE,28,,ENE,0,6,90,83,1016.2,1013.8,,,21.6,22.7,No,0,No
5442,28/01/2016,BadgerysCreek,20.1,31.5,0,,,SSW,102,NNE,E,7,4,85,58,1008,1003.7,,,22.3,30.1,No,16.8,Yes
5443,29/01/2016,BadgerysCreek,17.9,27.8,16.8,,,WSW,46,ESE,ESE,6,9,95,80,1003,1001.8,,,22.9,24.7,Yes,33,Yes
5444,30/01/2016,BadgerysCreek,17.4,29.1,33,,,ESE,98,WSW,ESE,4,17,83,69,1004.8,1001.7,,,22,28.5,Yes,38.4,Yes
5445,31/01/2016,BadgerysCreek,16.5,28.9,38.4,,,W,33,NE,WNW,4,20,100,40,1004.2,1003.8,,,20.5,28.4,Yes,0.2,No
5446,01/02/2016,BadgerysCreek,17.1,26.9,0.2,,,S,30,,SSW,0,11,88,62,1004,1002.2,,,19.7,23,No,0.8,No
5447,02/02/2016,BadgerysCreek,13.5,28.6,0.8,,,ESE,33,SW,E,6,9,80,48,1006.4,1003.3,,,19.8,27.3,No,0,No
5448,03/02/2016,BadgerysCreek,15.2,32.3,0,,,ESE,28,,NNW,0,6,83,45,1003.9,1001,,,21.1,31.3,No,2.8,Yes
5449,04/02/2016,BadgerysCreek,17.8,24.9,2.8,,,S,54,SW,SSE,19,28,85,57,1012.5,1013,,,19.6,24.1,Yes,0,No
5450,05/02/2016,BadgerysCreek,16.3,25.8,0,,,SSE,41,SSW,SSE,9,20,73,55,1018,1017.6,,,20.1,24.3,No,0,No
5451,06/02/2016,BadgerysCreek,16.4,25.9,0,,,SE,33,SSW,ESE,15,17,76,64,1018.2,1016.5,,,20.6,25.2,No,2.6,Yes
5452,07/02/2016,BadgerysCreek,15.9,27.9,2.6,,,E,26,WSW,E,7,9,81,63,1018.2,1015.9,,,21.5,25.6,Yes,0,No
5453,08/02/2016,BadgerysCreek,15.4,30.1,0,,,E,28,SW,N,7,7,84,50,1019.2,1017.1,,,21.3,28.9,No,0,No
5454,09/02/2016,BadgerysCreek,17,28.1,0,,,E,26,SW,E,11,13,80,58,1020.9,1018.8,,,22.6,27,No,0,No
5455,10/02/2016,BadgerysCreek,15.3,30.8,0,,,ENE,24,NW,N,2,6,87,48,1016.5,1012.2,,,20.6,29.4,No,0,No
5456,11/02/2016,BadgerysCreek,16.6,29.9,0,,,ENE,28,E,ENE,2,13,81,52,1015.6,1013.1,,,22.2,29.5,No,0,No
5457,12/02/2016,BadgerysCreek,18.6,31.1,0,,,ESE,30,ESE,NE,2,11,83,48,1016.9,1014,,,23.5,30.2,No,0,No
5458,13/02/2016,BadgerysCreek,16.9,32.7,0,,,N,24,NNE,N,7,13,85,43,1014.5,1010.2,,,22.3,31.1,No,0,No
5459,14/02/2016,BadgerysCreek,17.8,38.1,0,,,E,37,,ENE,0,7,88,34,1008.5,1004.8,,,22.4,36.5,No,0,No
5460,15/02/2016,BadgerysCreek,20.8,31.7,0,,,ENE,31,SW,ENE,6,15,77,55,1011.7,1006.6,,,23.7,30.3,No,0,No
5461,16/02/2016,BadgerysCreek,15.1,28.5,0,,,SE,35,SSE,ESE,9,22,56,58,1009.4,1008.1,,,22.3,26.3,No,0,No
